date,username,tweet
Thu Jul 13 01:52:07 +0000 2023,andrianfdl,"@tanyarlfes pengalihan isu doang ini mah, mending up RUU kesehatan"
Thu Jul 13 01:49:41 +0000 2023,d3d1ms,@DrKurniasihPKS Isi RUU kesehatan apa sih Bu?
Thu Jul 13 01:45:36 +0000 2023,Sahat92207331,"RUU Kesehatan, sudah sangat tepat sekali!!  Merdeka!!"
Thu Jul 13 01:42:33 +0000 2023,Mudiiinn,@Rizkys2045 @Uki23 Btw baca di RUU kesehatan terbaru ada ayat kedaruratan. Setiap nakes yg menolak pasien darurat bakal di pidana. Dri poin ini sudah ditegaskan gk boleh ada alasan lgi nolak pasien.
Thu Jul 13 01:40:44 +0000 2023,Ryogartshop1,@KeeperSabbath @berlianidris what yg ada justru malah akan lebih mahal karena semua pengadaan seperti obat-obatan 100% ditentukan pihak Dr . ap itu ga riskan terjadi monopoli.. dah lah tujuan kalian stju RUU ini sudah terbaca ko orientasinya lebih ke profesi individu kalian ketimbang mslh kesehatan masyrakat
Thu Jul 13 01:40:19 +0000 2023,pekaesrawabunga,RUU Kesehatan  https://t.co/EizfXbMN6y
Thu Jul 13 01:40:09 +0000 2023,Dejavu___dee,Orang cerdas ...wajib boikot ke 7 partai oligarki ini .  YG MENGESYAHKAN RUU KESEHATAN :  1. PDIP  2. GOLKAR  3. PAN  4. GERINDRA  5. NASDEM  6. PKB  7. PPP  YG MENOLAK  1. PKS  2. DEMOKRAT https://t.co/M1FJS3TMld
Thu Jul 13 01:39:36 +0000 2023,KangSarjono1,"RUU Kesehatan Disahkan, Rezim Jokowi Mengabaikan Petisi Guru Besar Lintas Profesi https://t.co/xcUBpLVNgR"
Thu Jul 13 01:38:44 +0000 2023,KangSarjono1,@Partono_ADjem NasDem saja setuju RUU kesehatan. Mau perubahan pak djem hebhe
Thu Jul 13 01:38:07 +0000 2023,ibam_way,"@agungsaptaadi Hahaha kalo PKS dan DEMOKRAT yang menolak, brati RUU KESEHATAN sudah dijalan yang benar..  Sesimple itu si mindset kita.."
Thu Jul 13 01:33:27 +0000 2023,kabargolkarnews,"RUU Kesehatan Resmi Disahkan, Lodewijk: Indonesia Lebih Siap Tangani Masalah Kesehatan!   https://t.co/BUDfcWOzCS lewat @kabargolkarcom  #golkar #kabargolkar #golkarindonesia #indonesiagolkar #golkarsolid #golkarmenang #2024golkarmenang #airlanggahartarto"
Thu Jul 13 01:32:41 +0000 2023,suaranasional,"RUU Kesehatan Disahkan, Rezim Jokowi Mengabaikan Petisi Guru Besar Lintas Profesi https://t.co/jCXxV0AKjF"
Thu Jul 13 01:31:56 +0000 2023,agungpharm,@Aryonz @AhmadGozali Ini kan chart Rabu yah. Chart selasa yang dibahas kok saat pengesahan RUU Kesehatan itu bullish impulsif naik 10% diluar rata rata kenaikan wajar suatu emiten di BEI. Nah liat juga kenaikan year to datenya...
Thu Jul 13 01:29:44 +0000 2023,Spark_Marconi,Mari kita dukung mrk yg menolak RUU Kesehatan utk tetap duduk di Senayan.  Aleg yg mendukung RUU Kesehatan jgn dipilih lagi. Sdh ketahuan mrk mewakili siapa di Senayan.
Thu Jul 13 01:28:52 +0000 2023,sisinewsdotco,"Beberapa Pasal Masih Kontroversial, RUU Kesehatan Tetap Disahkan Jadi UU https://t.co/acY5DBadlo"
Thu Jul 13 01:27:36 +0000 2023,konde_co,"Tertutupnya proses penyusunan RUU Kesehatan, ditandai absennya informasi kepada publik mengenai naskah final rancangan yang sudah disahkan menjadi undang-undang mendapatkan protes dari para aktivis. #RUUKESEHATAN #UUKESEHATAN https://t.co/OxuVb9EqRW"
Thu Jul 13 01:22:42 +0000 2023,Michojo2,"Kita lihat sosialisasinya bkl kyk gimana... Pasti RUU Kesehatan bakal di wowkan, emejing, ga pernah kepikiran... Heleh"
Thu Jul 13 01:19:37 +0000 2023,sulist_cr3w__,Orang cerdas ...wajib boikot ke 7 partai oligarki ini .  YG MENGESYAHKAN RUU KESEHATAN :  1. PDIP  2. GOLKAR  3. PAN  4. GERINDRA  5. NASDEM  6. PKB  7. PPP  YG MENOLAK  1. PKS  2. DEMOKRAT https://t.co/vLgbGcQE1M
Thu Jul 13 01:18:47 +0000 2023,BRKVision2023,"@korantempo 200 profesor kesehatan sdh protes? @DPR_RI terburu2 mensahkan RUU Kesehatan?Kok bs terburu2 dikejar siapa sih?"" Yg blm terima suruh ke MK? Nanti kata MK ""Inconstitusi Bersyarat"" lagi? Hadeuh capek deh, rkyt menilai lo cc @jokowi @SBYudhoyono @JimlyAs @Mention_Mahfud @ILCTalkshow"""
Thu Jul 13 01:18:34 +0000 2023,BRKVision2023,"@Okki_Sutanto 200 profesor kesehatan sdh protes? @DPR_RI terburu2 mensahkan RUU Kesehatan?Kok bs terburu2 dikejar siapa sih?"" Yg blm terima suruh ke MK? Nanti kata MK ""Inconstitusi Bersyarat"" lagi? Hadeuh capek deh, rkyt menilai lo cc @jokowi @SBYudhoyono @JimlyAs @Mention_Mahfud @ILCTalkshow"""
Thu Jul 13 01:09:08 +0000 2023,bimaprimidiza,"@Uki23 Setelah adanya RUU kesehatan kali ini gw setuju, gk usah bpjs kesehatan lagi.... gk berguna"
Thu Jul 13 01:06:56 +0000 2023,AndyWinanto_AW,@agungsaptaadi Kalau nuduh teriakan hoax maka temui dan debat untuk membedakan isi RUU yg sdh jadi UU kesehatan tersebut. Jadi akan menemukan titik temu nya.
Thu Jul 13 01:06:15 +0000 2023,Sagita81774027,"Selamat atas disahkannya RUU Kesehatan, tdk ada lagi organisasi yg memonopoli dan super body, tidak ada lagi penolakan pasien jelata krn lebih mementingkan keuntungan semata dan semoga terpenuhi kebutuhan dokter spesialis diseluruh daerah, abaikan orang seperti ini 👇"""
Thu Jul 13 01:01:37 +0000 2023,0xNgebetbigwin,"@hatzel @berich0x8 Haii sponsor semoga sllu diberi kesehatan, rezeki yang lancar aamiin"
Thu Jul 13 00:56:32 +0000 2023,NunuNurmiswari,@DrKurniasihPKS Rumah sakit paru  HA.Rotinsulu mendukung RUU KESEHATAN
Thu Jul 13 00:54:41 +0000 2023,kompasiana,Dampak virus antraks berjatuhan di Gunungkidul. Sementara di waktu yang hampir bersamaan RUU Kesehatan diketok menjadi UU Kesehatan. Apa korelasinya? Simak artikel berikut https://t.co/OzvH8BnHfc
Thu Jul 13 00:56:15 +0000 2023,SateTong,Keren keren. Ayo dukung capres dari partai pendukung ruu kesehatan.
Thu Jul 13 00:51:56 +0000 2023,ketoparaksolo,Al Azhar WhatsApp Bandara Kertajati Private Party LGBT RUU Kesehatan Kemiri
Thu Jul 13 00:48:21 +0000 2023,AliHasymi17,@DokterTifa RUU kesehatan disahkan jadi UU untuk melindungi Rakyat dari dokter2 Tolol kayak gini
Thu Jul 13 00:39:54 +0000 2023,AikHoki,@KemenkesRI @dr_koko28 @DrNingz @drpriono1 @Ngabila @prastow @pramonoanung @puanmaharani_ri jangan kebanyakan cuap2 ntar makin banyak utang yg ga terealisasi..ya utang duit maupun utang janji2 bajeRp RUU Kesehatan #RUUKesehatan #Omnibuslaw @KemensetnegRI @KSPgoid @pramonoanung @ganjarpranowo @prabowo @aniesbaswedan @jokowi @PDI_Perjuangan @PDemokrat @Gerindra @golkar_id
Thu Jul 13 00:46:14 +0000 2023,Andriamuis,"RUU kesehatan,saya kurang paham, Perbanyak saja dokter, ringankan biaya kuliah kedokteran, atau tidak masalah jikalau dokter asing masuk.. Entahlah yang duduk di dewan rakyat kan wakil rakyat yang mewakili rakyat.  Kalau mewakili pengusaha, hitung saja jumlah pengusaha yang duduk"
Thu Jul 13 00:36:02 +0000 2023,ngurahsaka,brrti RUU Kesehatan udah tepat
Thu Jul 13 00:35:12 +0000 2023,stockmapping,Buset momentumnya pas banget RUU Kesehatan disahkan.
Thu Jul 13 00:34:19 +0000 2023,CISDI_ID,"Tapi dari naskah resmi RUU yang mincis pegang, versi Maret, penguatan pelayanan kesehatan dasar alias PHC belum terlalu serius dikerjakan. Misalnya nih ya, belum ada semangat buat surveilance dan penguatan kader kesehatan  Padahal PHC ini penting karena dekat banget sama kita."
Thu Jul 13 00:31:44 +0000 2023,CISDI_ID,"Eh mincis tu inget deh, ada satu isu yang sering skip dibahas di #ruukesehatan, yg baru disahkan jadi undang-undang, yaitu penguatan pelayanan kesehatan primer (Primary Health Care/PHC). PHC memang ada di UU itu. Tapi…"
Thu Jul 13 00:27:16 +0000 2023,Istiqom99644171,Ruu kesehatan by  omnibus law kok gak disoroti psi? Nawaitu gratisin bpjs kalau bener ya mestinya mereka koar sampe koit biar gak disahkan tuh RUU kesehatan
Thu Jul 13 00:04:20 +0000 2023,KompasData,"Setelah tertunda hampir sebulan, RUU tentang Kesehatan akhirnya disahkan menjadi undang undang.  Sayangnya, tidak tampak upaya untuk   mengatasi kontroversi yang ada. #TajukRencana #AdadiKompas    https://t.co/cxqmjBzi4k"
Thu Jul 13 00:00:00 +0000 2023,liputan6dotcom,"Meski ada perbedaan pendapat, dianggap wajar. RUU Kesehatan pun jadi UU. Yuk cek di sini poin-poin pentingnya... https://t.co/xWmUUdeNZB"
Wed Jul 12 23:59:19 +0000 2023,Mantanmontir22,"@BangEdiii Sama bang Edi, pengalaman ngurusin Alm Bokap, pakai BPJS ya begitu deh.. Nakesnya Jutek bgt.. mau dukung penolakan RUU kesehatan setengah hati.. krn pengalaman itu.."
Wed Jul 12 23:58:25 +0000 2023,hariankompas,"Setelah tertunda hampir sebulan, RUU tentang Kesehatan akhirnya disahkan menjadi undang undang.  Sayangnya, tidak tampak upaya untuk   mengatasi kontroversi yang ada. #TajukRencana #AdadiKompas   https://t.co/6SSINorhVn"
Wed Jul 12 23:30:02 +0000 2023,KontanNews,"IDI Sebut Pengesahan RUU Kesehatan Jadi Catatan Kelam, Akan Gugat ke MK https://t.co/j43CtnN8xA #Legislasi"
Wed Jul 12 23:46:32 +0000 2023,JokoInd21225144,@papa_loren Sebenarnya yg punya kepentingan  RUU Kesehatan iku siapa to Dewan Apa Pelaku kesehatan atau koorporasi atau yg lain.
Wed Jul 12 23:47:46 +0000 2023,Chelktbffh,@ganjarpranowo Ijin bertanya den!!kalo anda terpilih jd presiden Kira2 RUU apa lagi yg bkal di revisi? Ktènagakerjaan sudah Kesehatan sudah Kpk sudah  Coba kasih kisi2 !!
Wed Jul 12 23:28:19 +0000 2023,txtbarbar,Tok ketok ketok ketok 🎵 Anak ayam ikut berketok 🎵 Tok ketok ketok ketok 🎵 Inilah dewan yang mau mengetok 🎵 #TolakRUUKesehatan #RUUKesehatanJahat Inilah para wakil rakyat eh..wakil partai yang pro RUU Kesehatan https://t.co/MYQxK7RG9A
Wed Jul 12 23:23:00 +0000 2023,inpantaufar,@BudiWib30660514 @panca66 @DPR_RI @KomisiIX Terima kasih @PKSejahtera @PDemokrat sudah berjuang menolak RUUKesehatan saya hargai itu semua untuk @NasDem saya akan pilih Cawapres nya untuk wakil rakyat....😔maaf tidak dulu
Wed Jul 12 23:10:51 +0000 2023,Yahyanovita1,@nirwan_anestesi Akhirnya terbaca juga motivasinya kontra RUU kesehatan Titipan PKS dan gangs Padahal RS internasional yang pertama berdiri di Depok begitu RUU kesehatan di sahkan dan pajaknya masuk ke kas Pemda Depok dan surat menyurat perijinannya di atur oleh kader PKS karena Depok basis pks
Wed Jul 12 23:19:39 +0000 2023,SateTong,@BangEdiii Capresnya dr partai pendukung ruu kesehatan semua. 😁
Wed Jul 12 23:04:09 +0000 2023,Kalisat3,"PENGESAHAN RUU KESEHATAN, WAHYUDI AL-MAROKY: DEMOKRASI ITU OMONG KOSONG https://t.co/d68xJaYYPG Demokrasi itu omong kosong. Jadi mulutnya demokrasi ya kelakuannya otoriter,"" katanya di Bincang Peradaban: RUU Kesehatan Ditolak Rakyat, kok Malah Disahkan, Bukti Demokrasi Mati"""
Wed Jul 12 22:59:09 +0000 2023,BRKVision2023,"@Catatan_ali7 200 profesor kesehatan sdh protes? @DPR_RI terburu2 mensahkan RUU Kesehatan?Kok bs terburu2 dikejar siapa sih?"" Yg blm terima suruh ke MK? Nanti kata MK ""Inconstitusi Bersyarat"" lagi? Hadeuh capek deh, rkyt menilai lo cc @jokowi @SBYudhoyono @JimlyAs @Mention_Mahfud @ILCTalkshow"""
Wed Jul 12 22:58:00 +0000 2023,BRKVision2023,"@tvOneNews Menghapus 'mandatory spending' apa itu ga tega?200 profesor kesehatan sdh protes? @DPR_RI terburu2 mensahkan RUU Kesehatan?Kok bs terburu2 dikejar siapa sih?"" Yg blm terima suruh ke MK?Nanti kata MK ""Inconstitusi Bersyarat"" lagi? Hadeuh capek deh, rkyt menilai lo cc @SBYudhoyono"""
Wed Jul 12 22:52:50 +0000 2023,putrasultan881,"@hesanpitosa @tvOneNews @PKSejahtera @hesanpitosa betul bagi orang2 tolol seperti lu !!! Idup lu kan hasil ngebuzer,,moga Lu &amp  keluarga jadi orang pertama rasain akibat RUU kesehatan..aamiin"
Wed Jul 12 22:51:42 +0000 2023,NanikRahma68652,Orang cerdas ...wajib boikot ke 7 partai oligarki ini .  YG MENGESYAHKAN RUU KESEHATAN :  1. PDIP  2. GOLKAR  3. PAN  4. GERINDRA  5. NASDEM  6. PKB  7. PPP  YG MENOLAK  1. PKS  2. DEMOKRAT https://t.co/ng0yzwByD3
Wed Jul 12 22:48:26 +0000 2023,HendZiddane,"@diankrtn @anjar779031 Harap maklum. Pak @BudiGSadikin kan teknokrat, bukan kesehatan. Andai pembahasan RUU melibatkan semua masyarakat,kampus,nakes secara mnyeluruh tuntas.. kayaknya ga bakalan jadi polemik.Sampai2 para guru besar yg sdh sepuh pun turutprotes""itu mnandakan RUU nya msh mentah."""
Wed Jul 12 22:46:44 +0000 2023,KyaiAhy,Ternyata dokter dokter Kadrun penolak RUU kesehatan hanya lah simpatisan dan agen partai kontol sapi😄😄😄😄 https://t.co/B3FJMtviM8
Wed Jul 12 22:44:28 +0000 2023,Istiqom99644171,Selamat buat pendukung RUU Kesehatan @dr_koko28
Wed Jul 12 22:30:35 +0000 2023,BRKVision2023,"@DokterTifa Mmg tdk selayaknya RUU Kesehatan ini buru2 diundangkan tp terlnjur sdh diundangkan, prof @JimlyAs @mohmahfudmd @zainalamochtar @Yusrilihza_Mhd @dennyindrayana mhn pencerahanya ttg hal ini jgn diam"" saja nanti di akherat ditanya lo sama Allah ilmumu untuk apa? cc @aagym @MUIPusat"""
Wed Jul 12 22:06:36 +0000 2023,Fadlipenyair,"@Bisniscom Belasan tahun rakyat pribumi dijajah oleh belanda,jepang dn negara2 lain..skrang dijajah dgn cara2 halus(RUU kesehatan...udah prilaku suka nyuap dn nyogok kpd oknum2 pejabat dn oknum2 aparat.apalgi korupsi..kabur ke luar negeri..dasar biang kerok😂"
Wed Jul 12 21:48:48 +0000 2023,Fadlipenyair,@Bisniscom Bangun Rmh sakit bertaraf internasional dgn alasan agar tdk berobat ke luar negeri sperti di singapura..makanya getol RUU kesehatan di jdkan UU yg dibanyak nakes dn masyarakat..ujung2nya pr cukong/taipam pemilik saham yg diuntungkan..inilah contoh kongkret pnjajahan scara halus🤣
Wed Jul 12 21:34:55 +0000 2023,Golkar_News,Rapat Paripurna DPR RI mengesahkan Omnibus Law Rancangan Undang–Undang (RUU) tentang Kesehatan menjadi Undang-Undang (UU). #partaigolkar #airlanggahartarto #golkarpedia #kuningkeren #EmanuelMelkiadesLakaLena #sayapilihgolkar https://t.co/GhtJQuExxT https://t.co/QuUAl7Coml
Wed Jul 12 21:31:17 +0000 2023,SalamSantun_,Beliau beliau ini yang menolak RUU Kesehatan 2 Partai merakyat dan benar benar wakil rakyat. https://t.co/U1Gf86b64U
Wed Jul 12 21:08:52 +0000 2023,Afflictionist,"yes jd ruu kesehatan udah sah jadi uu kesehatan trs idi, pdgi udah bukan lagi organisasi wadah tunggal. a way to go!"
Wed Jul 12 21:00:29 +0000 2023,Citrateee007,RUU kesehatan disahkan.... Abis ini ngapain???????
Wed Jul 12 20:52:20 +0000 2023,dzearifin,Hanya 2partai yg menolak RUU Kesehatan #PKS #PartaiDemokrat. Turut berduka cita untuk kesekian kali. https://t.co/areLYA6fFz
Wed Jul 12 20:42:39 +0000 2023,Dongkol_lurah,"@DrEvaChaniago Pelayanan kesehatan skrg sdh cukup baik dibanding dl,msyrkt merasakan itu,meski hrs mengantri dan perlu perbaikan ke dpnnya,utk peran pemerintah sy rasa sdh tepat,mengajukan ruu kesehatan ke Dpr dan Dpr tentu sdh melakukan perbaikan2 sblm pengesahan,kl ada phk2 yg kecewa wajar.."
Wed Jul 12 20:38:45 +0000 2023,21_mozza,"@Gojekmilitan @ZaiQyoto1 Aamiin  Wajib di sweeping sampe ke akar² nya karna semua petaka di negri ini berasal dari hewan moncong putih ,yg baru² kebijakan nya yg menumbalkan rakyat yaitu RUUKesehatan. https://t.co/pWytDSYIi7"
Wed Jul 12 20:34:38 +0000 2023,imediacyber,"Tolak RUU Kesehatan, PKS Sesalkan Pemerintah Tak Dengar Aspirasi Nakes https://t.co/pDEU2yxvMd"
Wed Jul 12 20:33:01 +0000 2023,imediacyber,"Mandatory Spending Dihapus, PKS Konsisten Tolak Pengesahan RUU Kesehatan https://t.co/k6i1s6KQ8h"
Wed Jul 12 20:13:34 +0000 2023,AryaZulvikar,"@prastow RUU kesehatan masuk akal, STR memang seharusnya seumur hidup. Krn itu mah mirip KTP, yg diperpanjang itu ijin praktek. Dokter asing sewajarnya masuk, supaya org indo g berobat di Malaysia&amp  Singapura"
Wed Jul 12 20:00:05 +0000 2023,DreamersRadioID,Tiga Poin Penolakan Yang Bikin Nakes Ancam Mogok Terkait RUU Kesehatan yang Resmi Jadi UU! https://t.co/4MkVM0ofG7
